Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
54425528,Probable Impossibilities: Musings on Beginnings and Endings,Alan Lightman,"Lightman, Alan",,152474901X,9781524749019,3,3.99,Pantheon Books,Hardcover,208,2021,2021,29/5/22,13/5/22,read-data,read-data (#9),read,,,,1,0
51417703,Humble Pi: A Comedy of Maths Errors,Matt    Parker,"Parker, Matt",,0141989149,9780141989143,4,4.12,Penguin,Paperback,314,2020,2019,,10/4/22,read-data,read-data (#8),read,,,,1,0
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,"Brown, Dan",,0385504225,9780385504225,2,3.74,Doubleday,Hardcover,509,2009,2009,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#61),read,,,,1,0
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,030726999X,9780307269997,3,4.23,Knopf,Hardcover,566,2010,2007,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#58),read,,,,1,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,,,3,4.35,Crown,Kindle Edition,768,2020,2020,,31/3/22,read-history,read-history (#20),read,,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,,,4,4.41,Knopf Publishing Group,Hardcover,339,2018,2018,,31/3/22,read-business,read-business (#10),read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,,,4,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#43),read,,,,1,0
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,,,3,4.1,W. W. Norton & Company,Paperback,301,2018,2017,,4/4/22,read-fantasy-fiction,read-fantasy-fiction (#39),read,,,,1,0
6885191,Start-up Nation: The Story of Israel's Economic Miracle,Dan Senor,"Senor, Dan",Saul Singer,044654146X,9780446541466,4,4.1,Twelve,Hardcover,304,2009,2009,,4/4/22,read-business,read-business (#7),read,,,,1,0
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,0553418815,9780553418811,3,3.89,Crown,Hardcover,259,2016,2016,,31/3/22,read-data,read-data (#7),read,,,,1,0
23995360,Superforecasting: The Art and Science of Prediction,Philip E. Tetlock,"Tetlock, Philip E.",Dan Gardner,0804136696,9780804136693,3,4.08,Crown,Hardcover,352,2015,2015,,31/3/22,read-data,read-data (#6),read,,,,1,0
6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0060889578,9780060889579,4,4,William Morrow,Hardcover,270,2009,2009,,31/3/22,read-data,read-data (#4),read,,,,1,0
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,159420411X,9781594204111,4,3.97,Penguin,Hardcover,534,2012,2012,,21/7/19,read-data,read-data (#2),read,,,,1,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Jemima Catlin, Michael Hague, Douglas A. Anderson",,,4,4.28,Houghton Mifflin,Paperback,366,2002,1937,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#11),read,,,,1,0
478113,I didn't do it for you,Michela Wrong,"Wrong, Michela",,0007150954,9780007150953,4,4.13,Harper Perennial,Paperback,432,2007,2005,,21/7/19,read-history,read-history (#2),read,,,,1,0
23019295,When to Rob a Bank,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0062385321,9780062385321,4,3.52,William Morrow ,Hardcover,387,2015,2015,,31/3/22,read-data,read-data (#5),read,,,,1,0
23499021,The Test: My Autobiography,Brian O'Driscoll,"O'Driscoll, Brian",,,9781844882915,0,3.67,Penguin Ireland,Hardcover,408,2014,2014,,2/7/22,read-sport,read-sport (#4),read,,,,1,0
219179,Keane:  The Autobiography,Roy Keane,"Keane, Roy",Eamon Dunphy,0141009810,9780141009810,0,3.89,Penguin Global,Paperback,304,2004,2002,,2/7/22,read-sport,read-sport (#3),read,,,,1,0
220970,"Tripwire  (Jack Reacher, #3)",Lee Child,"Child, Lee",Miloš Đurđević,0515128635,9780515128635,4,4.11,Jove,Paperback,432,2000,1999,2/7/22,4/4/22,read-fantasy-fiction,read-fantasy-fiction (#68),read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph","Aniela Zagórska, Aníbal Fernandes",1892295490,9781892295491,0,3.43,Green Integer,Paperback,188,2003,1899,,1/7/22,to-read,to-read (#14),to-read,,,,0,0
39798828,The Fall of Gondolin (Middle-Earth Universe),J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan       Lee",1328613046,9781328613042,4,4.06,Houghton Mifflin Harcourt,Hardcover,304,2018,2018,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#67),read,,,,1,0
43124137,The Beekeeper of Aleppo,Christy Lefteri,"Lefteri, Christy",,1984821210,9781984821218,4,4.18,Ballantine Books,Hardcover,317,2019,2019,19/5/22,31/3/22,read-history,read-history (#25),read,,,,1,0
52642131,Vietnam: Rising Dragon,Bill Hayton,"Hayton, Bill",,0300249632,9780300249637,3,3.88,Yale University Press,Paperback,304,2020,2010,,10/4/22,read-business,read-business (#12),read,,,,1,0
220969,"Die Trying (Jack Reacher, #2)",Lee Child,"Child, Lee",,0515142247,9780515142242,3,4.06,Jove,Mass Market Paperback,567,2008,1998,,4/4/22,read-fantasy-fiction,read-fantasy-fiction (#63),read,,,,1,0
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,0515141429,9780515141429,4,4.07,Jove,Mass Market Paperback,474,2006,1997,,4/4/22,read-fantasy-fiction,read-fantasy-fiction (#62),read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,,,3,3.9,Anchor,Paperback,489,2006,2003,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#60),read,,,,1,0
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,0307269981,9780307269980,4,4.25,Alfred A. Knopf,Hardcover,503,2009,2006,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#57),read,,,,1,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,0670069019,9780670069019,4,4.16,Knopf,Hardcover,480,2008,2005,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#56),read,,,,1,0
38359036,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,006287067X,9780062870674,5,4.29,Harper,Hardcover,272,2018,2018,,31/3/22,read-history,read-history (#24),read,,,,1,0
144409,From Third World to First: The Singapore Story: 1965-2000,Lee Kuan Yew,"Yew, Lee Kuan",Henry Kissinger,0060197765,9780060197766,3,4.43,Harper,Hardcover,752,2000,2000,,31/3/22,read-history,read-history (#22),read,,,,1,0
326981,The Singapore Story: Memoirs of Lee Kuan Yew,Lee Kuan Yew,"Yew, Lee Kuan",,0130208035,9780130208033,4,4.26,Prentice Hall,Hardcover,680,1998,1998,,31/3/22,read-history,read-history (#21),read,,,,1,0
22609522,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder,"Browder, Bill",,147675571X,9781476755717,4,4.44,Simon  Schuster,Hardcover,380,2015,2015,,31/3/22,read-business,read-business (#11),read,,,,1,0
24862294,The 5 Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,9780787960,,3,4.09,,Hardcover,,,2002,,31/3/22,read-business,read-business (#9),read,,,,1,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,059309932X,9780593099322,4,4.25,Ace Books,Hardcover,658,2019,1965,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#42),read,,,,1,0
96278,"Sheepfarmer's Daughter (The Deed of Paksenarrion, #1)",Elizabeth Moon,"Moon, Elizabeth",,0671319647,9780671319649,4,4.13,Baen Books,Mass Market Paperback,506,2000,1988,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#41),read,,,,1,0
57341045,"The Hunger of the Gods (The Bloodsworn Saga, #2)",John Gwynne,"Gwynne, John",,0356514226,9780356514222,4,4.56,Orbit,Hardcover,656,2022,2022,13/5/22,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#40),read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,0060929871,9780060929879,5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,4/4/22,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#38),read,,,,1,0
43081,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",Rusty Young,"Young, Rusty",Thomas McFadden,0312330340,9780312330347,5,4.29,St. Martin's Griffin,Paperback,400,2004,2003,,31/3/22,read-travel,read-travel (#1),read,,,,1,0
1208987,Managing My Life: My Autobiography,Alex Ferguson,"Ferguson, Alex",,0340728566,9780340728567,0,4.14,Coronet,Paperback,544,2000,1999,,31/3/22,read-sport,read-sport (#2),read,,,,1,0
215758,Shake Hands with the Devil: The Failure of Humanity in Rwanda,Roméo Dallaire,"Dallaire, Roméo",Samantha Power,0786715103,9780786715107,5,4.23,Da Capo Press,Paperback,562,2004,2003,,31/3/22,read-history,read-history (#12),read,,,,1,0
36260719,Dictatorland: The Men Who Stole Africa,Paul   Kenyon,"Kenyon, Paul",,1784972134,9781784972134,5,4.42,Apollo,Hardcover,432,2018,2018,,31/3/22,read-history,read-history (#9),read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0061234001,9780061234002,5,4,William Morrow,Hardcover,268,2006,2005,,31/3/22,read-data,read-data (#3),read,,,,1,0
661318,The Thief's Gamble (The Tales of Einarinn #1),Juliet E. McKenna,"McKenna, Juliet E.",,0061020362,9780061020360,0,3.66,HarperPrism,Mass Market Paperback,495,1999,1999,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#32),read,,,,1,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,,,4,4.22,Harper,Kindle Edition,450,2017,2015,,31/3/22,read-history,read-history (#7),read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,,,5,4.38,Vintage,Paperback,512,2015,2011,,31/3/22,read-history,read-history (#6),read,,,,1,0
400911,"Bleak Seasons (The Chronicles of the Black Company, #6)",Glen Cook,"Cook, Glen",,0812555325,9780812555325,0,3.94,Tor Fantasy,Mass Market Paperback,316,1997,1996,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#28),read,,,,1,0
400900,"Dreams of Steel (The Chronicles of the Black Company, #5)",Glen Cook,"Cook, Glen",,0812502108,9780812502107,0,4.11,Tor Books,Mass Market Paperback,346,1990,1990,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#27),read,,,,1,0
469193,"Demonstorm (Legends of the Raven, #3)",James Barclay,"Barclay, James",,057507633X,9780575076334,0,4.18,Orion Publishing Group,Paperback,544,2005,2004,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#26),read,,,,1,0
658241,"Shadowheart (Legends of the Raven, #2)",James Barclay,"Barclay, James",,0575075449,9780575075443,0,4.1,Orion Publishing Group,Paperback,448,2004,2003,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#25),read,,,,1,0
658242,"Elfsorrow (Legends of the Raven, #1)",James Barclay,"Barclay, James",,0575073985,9780575073982,0,4.03,Pyr,Paperback,421,2010,2002,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#24),read,,,,1,0
362814,"Nightchild (Chronicles of the Raven, #3)",James Barclay,"Barclay, James",,0575073004,9780575073005,0,3.89,Orion Publishing Group,Paperback,544,2001,2002,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#23),read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,,,5,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#22),read,,,,1,0
17874847,The Signal and the Noise: The Art and Science of Prediction,Nate Silver,"Silver, Nate",,0141975652,9780141975658,5,3.97,Penguin Books Ltd,Paperback,534,2013,2012,,21/7/19,read-data,read-data (#1),read,,,,1,0
52694527,"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,"Gwynne, John",,0356514188,9780356514185,4,4.29,Orbit,Hardcover,480,2021,2021,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#20),read,,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,055358202X,9780553582024,5,4.15,Bantam Books,Mass Market Paperback,1061,2011,2005,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#19),read,,,,1,0
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,,,5,4.33,Bantam,Kindle Edition,1125,2011,2011,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#17),read,,,,1,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,055357342X,9780553573428,5,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#16),read,,,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,0553381695,9780553381696,5,4.41,Bantam,Paperback,969,2002,1998,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#15),read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,0553588486,9780553588484,5,4.44,Bantam,Mass Market Paperback,835,2005,1996,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#14),read,,,,1,0
838729,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,0345240340,9780345240347,5,4.55,Ballantine Books,Mass Market Paperback,385,1974,1955,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#10),read,,,,1,0
222910,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5,4.47,Ballantine Books,Mass Market Paperback,447,1973,1954,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#9),read,,,,1,0
3263607,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,9780345015339,5,4.38,Ballantine Books,Mass Market Paperback,527,1973,1954,,31/3/22,read-fantasy-fiction,read-fantasy-fiction (#8),read,,,,1,0
17191287,King Leopold's Ghost,Adam Hochschild,"Hochschild, Adam",,1447211359,9781447211358,4,4.15,Pan,Paperback,376,2012,1998,,21/7/19,read-history,read-history (#1),read,,,,1,0
27070255,Connectography: Mapping the Future of Global Civilization,Parag Khanna,"Khanna, Parag",,0812988558,9780812988550,0,3.84,Random House,Hardcover,496,2016,2016,,31/5/22,to-read,to-read (#13),to-read,,,,0,0
100467,Small Giants: Companies That Choose to Be Great Instead of Big,Bo Burlingham,"Burlingham, Bo",,1591841496,9781591841494,0,3.84,Portfolio,Paperback,224,2007,2005,,31/5/22,to-read,to-read (#12),to-read,,,,0,0
8411695,A Fistful of Rice: My Unexpected Quest to End Poverty Through Profitability,Vikram Akula,"Akula, Vikram",,1422131173,9781422131176,0,3.75,Harvard Business Review Press,Hardcover,208,2010,2010,,31/5/22,to-read,to-read (#11),to-read,,,,0,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,039335668X,9780393356687,0,4.13,W.W. Norton & Company,Paperback,502,2019,2018,,15/5/22,to-read,to-read (#10),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,1984822179,9781984822178,4,3.82,Hogarth Press,Hardcover,273,2019,2018,,31/3/22,,,read,,,,1,0
58684274,Hidden Games: The Surprising Power of Game Theory to Explain Irrational Human Behavior,Erez Yoeli,"Yoeli, Erez",Moshe Hoffman,1549193155,9781549193156,0,3.69,Basic Books,Audiobook,368,2022,,,13/5/22,to-read,to-read (#9),to-read,,,,0,0
15750692,"Malice (The Faithful and the Fallen, #1)",John Gwynne,"Gwynne, John",,0230758452,9780230758452,0,4.16,Tor,Hardcover,672,2012,2012,,13/5/22,to-read,to-read (#8),to-read,,,,0,0
53019395,Brother Red,Adrian Selby,"Selby, Adrian",,0316465925,9780316465922,0,3.96,Orbit,Paperback,512,2021,2021,,10/4/22,to-read,to-read (#7),to-read,,,,0,0
55188449,"The Desert Prince (Nightfall Saga, #1)",Peter V. Brett,"Brett, Peter V.",,1984817086,9781984817082,0,4.26,Del Rey Books,Hardcover,656,2021,2021,,4/4/22,to-read,to-read (#6),to-read,,,,0,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,9056995014,9789056995010,0,4.19,CRC Press,Paperback,376,1997,1996,,31/3/22,to-read,to-read (#5),to-read,,,,0,0
18490568,"Age of Ambition: Chasing Fortune, Truth, and Faith in the New China",Evan Osnos,"Osnos, Evan",,0374280746,9780374280741,0,4.25,"Farrar, Straus and Giroux",Hardcover,403,2014,2014,,31/3/22,to-read,to-read (#4),to-read,,,,0,0
95784,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,"Chang, Iris",,0140277447,9780140277449,0,4.17,Penguin Books,Paperback,290,1998,1997,,31/3/22,to-read,to-read (#3),to-read,,,,0,0
3428935,"The Warded Man (The Demon Cycle, #1)",Peter V. Brett,"Brett, Peter V.",,0345503805,9780345503800,0,4.25,Random House,Hardcover,416,2009,2008,,31/3/22,to-read,to-read (#2),to-read,,,,0,0
18588024,Alex Ferguson: My Autobiography,Alex Ferguson,"Ferguson, Alex",,0340919396,9780340919392,0,3.93,Hodder & Stoughton,Hardcover,416,2013,2013,,31/3/22,to-read,to-read (#1),to-read,,,,1,0
